时间,类型,舰种,船只
2016/06/11 21:52:30,解体,重巡洋艦,利根(Lv.1)
2016/06/11 21:52:26,解体,戦艦,榛名(Lv.1)
2016/06/10 21:09:15,解体,駆逐艦,夕立(Lv.1)
2016/06/10 21:09:11,解体,軽空母,祥鳳(Lv.1)
2016/06/10 21:09:07,解体,軽空母,隼鷹(Lv.1)
2016/06/10 21:09:03,解体,駆逐艦,村雨(Lv.1)
2016/06/10 21:08:59,解体,駆逐艦,秋雲(Lv.1)
2016/06/10 21:08:46,解体,駆逐艦,満潮(Lv.1)
2016/06/10 18:53:18,解体,水上機母艦,千代田(Lv.1)
2016/06/10 18:53:14,解体,重巡洋艦,羽黒(Lv.1)
2016/06/10 18:53:09,解体,駆逐艦,響(Lv.1)
2016/06/10 18:29:02,解体,駆逐艦,浦風(Lv.1)
2016/06/10 18:28:58,解体,駆逐艦,浦風(Lv.1)
2016/06/10 18:27:53,解体,軽巡洋艦,川内(Lv.1)
2016/06/10 18:27:47,解体,戦艦,榛名(Lv.1)
2016/06/10 18:27:43,解体,重巡洋艦,鳥海(Lv.1)
2016/06/10 18:27:38,解体,重巡洋艦,羽黒(Lv.1)
2016/06/10 18:21:18,改修,戦艦,霧島(Lv.1)
2016/06/10 18:21:08,改修,重巡洋艦,鳥海(Lv.1)
2016/06/10 17:05:43,解体,軽巡洋艦,川内(Lv.1)
2016/06/10 17:05:38,解体,重巡洋艦,那智(Lv.1)
2016/06/10 17:05:33,解体,駆逐艦,如月(Lv.1)
2016/06/10 17:05:25,解体,重巡洋艦,筑摩(Lv.1)
2016/06/10 17:05:21,解体,軽空母,飛鷹(Lv.1)
2016/06/10 16:35:51,解体,軽巡洋艦,神通(Lv.1)
2016/06/10 16:35:44,解体,駆逐艦,時雨(Lv.1)
2016/06/10 16:35:01,解体,駆逐艦,皐月(Lv.1)
2016/06/10 07:54:35,解体,駆逐艦,初雪(Lv.1)
2016/06/10 07:49:60,解体,駆逐艦,若葉(Lv.1)
2016/06/10 07:41:32,解体,駆逐艦,長月(Lv.1)
2016/06/10 07:31:30,解体,戦艦,榛名(Lv.1)
2016/06/10 07:30:35,解体,重巡洋艦,羽黒(Lv.1)
2016/06/10 07:30:28,解体,戦艦,榛名(Lv.1)
2016/06/10 02:23:34,改修,重巡洋艦,足柄(Lv.1)
2016/06/10 02:23:25,改修,軽巡洋艦,北上(Lv.1)
2016/06/10 02:23:25,改修,軽巡洋艦,木曾(Lv.1)
2016/06/10 02:22:40,改修,重巡洋艦,加古(Lv.1)
2016/06/10 01:45:54,改修,駆逐艦,磯波(Lv.1)
2016/06/10 01:45:54,改修,駆逐艦,電(Lv.1)
2016/06/10 01:45:29,解体,駆逐艦,三日月(Lv.1)
2016/06/10 01:45:14,解体,駆逐艦,菊月(Lv.1)
2016/06/10 01:44:18,解体,駆逐艦,霞(Lv.2)
2016/06/10 01:37:40,解体,駆逐艦,子日(Lv.2)
2016/06/09 20:09:28,解体,駆逐艦,響(Lv.1)
2016/06/09 20:03:45,解体,駆逐艦,磯波(Lv.2)
2016/06/09 19:59:12,解体,駆逐艦,三日月(Lv.1)
2016/06/09 19:54:35,解体,駆逐艦,荒潮(Lv.1)
2016/06/09 19:49:59,改修,駆逐艦,三日月(Lv.1)
2016/06/09 19:49:59,改修,駆逐艦,初霜(Lv.1)
2016/06/09 19:24:04,解体,駆逐艦,時雨(Lv.2)
2016/06/09 19:20:09,解体,軽巡洋艦,神通(Lv.1)
2016/06/09 19:17:37,解体,駆逐艦,涼風(Lv.1)
2016/06/09 19:14:12,解体,駆逐艦,敷波(Lv.1)
2016/06/09 19:01:48,解体,駆逐艦,村雨(Lv.2)
2016/06/09 18:56:12,解体,駆逐艦,五月雨(Lv.2)
2016/06/09 18:53:24,改修,軽空母,飛鷹(Lv.1)
2016/06/09 18:48:12,解体,駆逐艦,文月(Lv.1)
2016/06/09 18:45:23,解体,駆逐艦,子日(Lv.2)
2016/06/09 18:41:31,解体,戦艦,伊勢(Lv.1)
2016/06/09 18:41:24,解体,駆逐艦,白雪(Lv.1)
2016/06/09 18:38:19,解体,軽巡洋艦,球磨(Lv.1)
2016/06/09 18:37:56,解体,駆逐艦,五月雨(Lv.1)
2016/06/09 18:37:46,解体,駆逐艦,菊月(Lv.1)
2016/06/09 18:25:40,解体,駆逐艦,雷(Lv.1)
2016/06/09 08:11:03,解体,駆逐艦,荒潮(Lv.2)
2016/06/09 08:06:33,解体,軽巡洋艦,北上(Lv.1)
2016/06/09 08:06:25,解体,駆逐艦,電(Lv.1)
2016/06/09 07:56:20,解体,軽巡洋艦,多摩(Lv.1)
2016/06/09 07:56:15,解体,駆逐艦,皐月(Lv.1)
2016/06/09 07:11:27,解体,駆逐艦,初春(Lv.1)
2016/06/09 07:10:26,解体,駆逐艦,電(Lv.1)
2016/06/09 07:05:29,解体,駆逐艦,敷波(Lv.2)
2016/06/09 03:31:58,解体,重巡洋艦,愛宕(Lv.1)
2016/06/09 03:31:53,解体,軽巡洋艦,鬼怒(Lv.1)
2016/06/09 03:31:48,解体,重巡洋艦,高雄(Lv.1)
2016/06/09 03:31:44,解体,軽空母,隼鷹(Lv.1)
2016/06/09 02:42:10,解体,重巡洋艦,愛宕(Lv.1)
2016/06/09 02:42:06,解体,駆逐艦,潮(Lv.1)
2016/06/09 02:42:01,解体,軽巡洋艦,北上(Lv.1)
2016/06/09 02:41:40,解体,戦艦,陸奥(Lv.1)
2016/06/09 02:41:32,解体,駆逐艦,弥生(Lv.1)
2016/06/09 02:41:11,解体,軽巡洋艦,那珂(Lv.1)
2016/06/09 02:19:34,解体,重巡洋艦,那智(Lv.1)
2016/06/09 02:19:29,解体,重巡洋艦,摩耶(Lv.1)
2016/06/09 02:19:25,解体,重巡洋艦,筑摩(Lv.1)
2016/06/09 02:19:20,解体,重巡洋艦,羽黒(Lv.1)
2016/06/08 22:58:15,改修,水上機母艦,千代田(Lv.1)
2016/06/08 22:57:13,改修,軽巡洋艦,球磨(Lv.1)
2016/06/08 22:57:13,改修,軽巡洋艦,由良(Lv.1)
2016/06/08 22:39:59,解体,軽巡洋艦,川内(Lv.1)
2016/06/08 22:39:55,解体,駆逐艦,子日(Lv.1)
2016/06/08 22:38:47,改修,軽巡洋艦,天龍(Lv.1)
2016/06/08 22:38:47,改修,駆逐艦,子日(Lv.1)
2016/06/08 22:38:37,改修,駆逐艦,磯波(Lv.1)
2016/06/08 22:38:37,改修,駆逐艦,如月(Lv.1)
2016/06/08 22:38:27,改修,駆逐艦,漣(Lv.1)
2016/06/08 22:38:27,改修,駆逐艦,響(Lv.1)
2016/06/08 19:20:56,解体,駆逐艦,敷波(Lv.2)
2016/06/08 19:13:59,解体,駆逐艦,子日(Lv.1)
2016/06/08 19:08:27,解体,駆逐艦,霰(Lv.1)
2016/06/08 19:06:05,改修,重巡洋艦,那智(Lv.1)
2016/06/08 19:05:45,改修,駆逐艦,初雪(Lv.1)
2016/06/08 19:05:45,改修,駆逐艦,長月(Lv.1)
2016/06/08 19:05:18,改修,軽空母,飛鷹(Lv.1)
2016/06/08 19:04:60,改修,駆逐艦,五月雨(Lv.1)
2016/06/08 19:04:60,改修,駆逐艦,雷(Lv.1)
2016/06/08 03:18:46,解体,戦艦,霧島(Lv.1)
2016/06/08 03:18:41,解体,駆逐艦,夕立(Lv.1)
2016/06/08 03:18:30,解体,軽空母,飛鷹(Lv.1)
2016/06/08 03:18:25,解体,駆逐艦,白雪(Lv.1)
2016/06/08 03:18:21,解体,駆逐艦,村雨(Lv.1)
2016/06/08 03:18:15,解体,重巡洋艦,妙高(Lv.1)
2016/06/08 03:18:10,解体,駆逐艦,不知火(Lv.1)
2016/06/08 01:32:44,解体,駆逐艦,白雪(Lv.1)
2016/06/08 01:31:17,解体,駆逐艦,皐月(Lv.1)
2016/06/08 01:30:42,解体,重巡洋艦,高雄(Lv.1)
2016/06/08 01:30:30,解体,軽巡洋艦,龍田(Lv.1)
2016/06/08 01:06:13,解体,駆逐艦,初霜(Lv.1)
2016/06/08 01:06:06,解体,重巡洋艦,高雄(Lv.1)
2016/06/08 01:05:56,解体,駆逐艦,叢雲(Lv.1)
2016/06/07 24:48:22,解体,軽巡洋艦,木曾(Lv.1)
2016/06/07 24:47:60,解体,駆逐艦,電(Lv.1)
2016/06/07 24:47:24,解体,駆逐艦,叢雲(Lv.1)
2016/06/07 24:47:16,解体,駆逐艦,白雪(Lv.1)
2016/06/07 22:57:11,解体,駆逐艦,若葉(Lv.1)
2016/06/07 22:57:07,解体,重巡洋艦,愛宕(Lv.1)
2016/06/07 22:57:01,解体,駆逐艦,霰(Lv.1)
2016/06/07 22:56:55,解体,駆逐艦,初霜(Lv.1)
2016/06/07 19:51:50,解体,重巡洋艦,那智(Lv.1)
2016/06/07 19:51:45,解体,重巡洋艦,摩耶(Lv.1)
2016/06/07 19:51:41,解体,駆逐艦,不知火(Lv.1)
2016/06/07 19:51:37,解体,重巡洋艦,利根(Lv.1)
2016/06/07 19:51:33,解体,駆逐艦,霞(Lv.1)
2016/06/07 19:51:29,解体,重巡洋艦,足柄(Lv.1)
2016/06/07 19:51:25,解体,重巡洋艦,摩耶(Lv.1)
2016/06/07 19:51:21,解体,軽巡洋艦,那珂(Lv.1)
2016/06/07 19:05:57,解体,駆逐艦,初霜(Lv.1)
2016/06/07 19:05:53,解体,駆逐艦,涼風(Lv.1)
2016/06/07 18:55:28,解体,駆逐艦,村雨(Lv.2)
2016/06/07 18:50:41,解体,駆逐艦,霰(Lv.1)
2016/06/07 18:47:35,解体,駆逐艦,初雪(Lv.1)
2016/06/07 17:45:28,解体,駆逐艦,初雪(Lv.2)
2016/06/07 17:28:39,解体,駆逐艦,若葉(Lv.1)
2016/06/07 17:28:08,解体,駆逐艦,皐月(Lv.1)
2016/06/07 17:28:03,解体,駆逐艦,望月(Lv.1)
2016/06/07 17:25:30,解体,駆逐艦,子日(Lv.2)
2016/06/07 17:22:07,解体,駆逐艦,五月雨(Lv.1)
2016/06/07 17:21:57,解体,駆逐艦,初春(Lv.1)
2016/06/07 17:16:11,解体,駆逐艦,深雪(Lv.1)
2016/06/07 17:13:34,解体,駆逐艦,初雪(Lv.2)
2016/06/07 17:07:16,解体,駆逐艦,曙(Lv.1)
2016/06/07 17:04:38,解体,駆逐艦,初雪(Lv.2)
2016/06/07 16:56:01,解体,駆逐艦,初霜(Lv.1)
2016/06/07 16:53:27,解体,駆逐艦,敷波(Lv.1)
2016/06/07 16:53:21,解体,軽巡洋艦,神通(Lv.1)
2016/06/07 16:53:15,解体,駆逐艦,潮(Lv.1)
2016/06/07 16:49:53,解体,重巡洋艦,愛宕(Lv.1)
2016/06/07 16:49:46,解体,軽巡洋艦,多摩(Lv.1)
2016/06/07 16:49:39,解体,駆逐艦,大潮(Lv.1)
2016/06/07 16:46:59,解体,駆逐艦,睦月(Lv.1)
2016/06/07 16:42:37,解体,駆逐艦,電(Lv.2)
2016/06/07 16:34:03,解体,駆逐艦,子日(Lv.1)
2016/06/07 16:30:43,解体,駆逐艦,雷(Lv.2)
2016/06/07 16:16:35,改修,駆逐艦,秋雲(Lv.1)
2016/06/07 16:16:35,改修,軽巡洋艦,天龍(Lv.1)
2016/06/07 16:16:26,改修,駆逐艦,不知火(Lv.1)
2016/06/07 16:16:26,改修,駆逐艦,黒潮(Lv.1)
2016/06/07 05:30:10,解体,駆逐艦,大潮(Lv.1)
2016/06/07 05:12:27,改修,軽巡洋艦,多摩(Lv.1)
2016/06/07 05:12:27,改修,軽巡洋艦,木曾(Lv.1)
2016/06/07 05:10:17,改修,重巡洋艦,高雄(Lv.1)
2016/06/06 24:58:25,解体,駆逐艦,子日(Lv.1)
2016/06/06 24:57:27,解体,軽巡洋艦,天龍(Lv.1)
2016/06/06 24:56:06,解体,駆逐艦,電(Lv.1)
2016/06/06 24:55:55,解体,駆逐艦,涼風(Lv.1)
2016/06/06 24:55:51,解体,駆逐艦,電(Lv.1)
2016/06/06 24:48:26,解体,駆逐艦,深雪(Lv.2)
2016/06/06 22:55:19,解体,駆逐艦,霞(Lv.1)
2016/06/06 22:55:07,解体,駆逐艦,満潮(Lv.1)
2016/06/06 22:54:58,解体,駆逐艦,大潮(Lv.1)
2016/06/06 22:54:53,解体,駆逐艦,朝潮(Lv.1)
2016/06/06 21:24:47,解体,駆逐艦,若葉(Lv.1)
2016/06/05 22:46:10,解体,駆逐艦,磯波(Lv.1)
2016/06/05 22:45:54,解体,駆逐艦,深雪(Lv.1)
2016/06/05 22:41:12,解体,駆逐艦,子日(Lv.1)
2016/06/05 22:38:30,解体,駆逐艦,如月(Lv.2)
2016/06/05 22:31:04,解体,駆逐艦,初春(Lv.1)
2016/06/05 22:27:40,解体,駆逐艦,初霜(Lv.2)
2016/06/05 21:52:48,解体,駆逐艦,若葉(Lv.1)
2016/06/05 21:52:43,解体,駆逐艦,電(Lv.1)
2016/06/05 21:52:39,解体,駆逐艦,曙(Lv.1)
2016/06/05 21:52:34,解体,駆逐艦,初雪(Lv.1)
2016/06/05 21:52:29,解体,駆逐艦,満潮(Lv.1)
2016/06/05 21:52:23,解体,駆逐艦,白雪(Lv.1)
2016/06/05 21:52:19,解体,駆逐艦,村雨(Lv.1)
2016/06/05 21:52:15,解体,駆逐艦,長月(Lv.2)
2016/06/05 21:47:35,解体,駆逐艦,睦月(Lv.1)
2016/06/05 21:42:51,解体,駆逐艦,白雪(Lv.1)
2016/06/05 21:40:04,解体,駆逐艦,若葉(Lv.1)
2016/06/05 21:37:07,解体,駆逐艦,村雨(Lv.1)
2016/06/05 21:36:24,解体,駆逐艦,睦月(Lv.1)
2016/06/05 21:35:22,解体,駆逐艦,五月雨(Lv.2)
2016/06/05 21:28:58,解体,駆逐艦,磯波(Lv.1)
2016/06/05 21:25:13,解体,駆逐艦,深雪(Lv.1)
2016/06/05 18:55:31,解体,駆逐艦,霰(Lv.1)
2016/06/05 18:52:30,解体,軽巡洋艦,那珂(Lv.1)
2016/06/05 18:52:25,解体,軽巡洋艦,名取(Lv.1)
2016/06/05 18:52:20,解体,重巡洋艦,足柄(Lv.1)
2016/06/05 18:52:15,解体,軽巡洋艦,名取(Lv.1)
2016/06/05 18:52:11,解体,重巡洋艦,高雄(Lv.1)
2016/06/05 18:52:06,解体,駆逐艦,朝潮(Lv.2)
2016/06/05 16:28:14,改修,軽空母,鳳翔(Lv.1)
2016/06/05 16:28:14,改修,軽空母,龍驤(Lv.1)
2016/06/05 16:28:14,改修,軽空母,飛鷹(Lv.1)
2016/06/05 16:18:09,解体,軽巡洋艦,龍田(Lv.1)
2016/06/05 16:18:05,解体,重巡洋艦,利根(Lv.1)
2016/06/05 16:18:01,解体,駆逐艦,磯波(Lv.1)
2016/06/05 16:03:13,解体,駆逐艦,時雨(Lv.1)
2016/06/05 15:59:55,解体,駆逐艦,初雪(Lv.1)
2016/06/05 15:59:49,解体,駆逐艦,響(Lv.1)
2016/06/05 15:59:45,解体,駆逐艦,文月(Lv.1)
2016/06/05 15:52:12,解体,軽巡洋艦,由良(Lv.1)
2016/06/05 15:52:07,解体,重巡洋艦,羽黒(Lv.1)
2016/06/05 15:42:18,解体,駆逐艦,満潮(Lv.1)
2016/06/05 15:42:12,解体,駆逐艦,若葉(Lv.1)
2016/06/05 15:41:48,解体,駆逐艦,曙(Lv.1)
2016/06/05 15:35:42,解体,駆逐艦,白雪(Lv.1)
2016/06/05 15:33:21,解体,駆逐艦,曙(Lv.2)
2016/06/05 15:27:40,解体,駆逐艦,響(Lv.2)
2016/06/05 15:26:30,解体,駆逐艦,雷(Lv.1)
2016/06/05 15:26:25,解体,駆逐艦,霰(Lv.1)
2016/06/05 15:26:21,解体,駆逐艦,敷波(Lv.1)
2016/06/05 15:26:17,解体,駆逐艦,三日月(Lv.1)
2016/06/05 15:26:13,解体,駆逐艦,五月雨(Lv.1)
2016/06/05 15:23:17,解体,駆逐艦,暁(Lv.1)
2016/06/05 15:20:34,解体,駆逐艦,初霜(Lv.1)
2016/06/05 15:17:31,解体,駆逐艦,荒潮(Lv.2)
2016/06/05 15:14:56,解体,駆逐艦,磯波(Lv.1)
2016/06/05 15:12:27,解体,駆逐艦,朧(Lv.1)
2016/06/05 15:09:03,改修,駆逐艦,荒潮(Lv.1)
2016/06/05 15:09:03,改修,軽巡洋艦,那珂(Lv.1)
2016/06/05 15:08:53,改修,駆逐艦,響(Lv.1)
2016/06/05 15:08:53,改修,駆逐艦,初霜(Lv.1)
2016/06/05 15:08:30,解体,駆逐艦,敷波(Lv.1)
2016/06/05 02:58:20,解体,駆逐艦,如月(Lv.1)
2016/06/05 02:47:45,解体,駆逐艦,睦月(Lv.1)
2016/06/05 02:45:55,解体,駆逐艦,長月(Lv.1)
2016/06/05 01:14:34,解体,駆逐艦,如月(Lv.1)
2016/06/04 20:56:47,解体,駆逐艦,荒潮(Lv.1)
2016/06/04 20:56:42,解体,駆逐艦,綾波(Lv.2)
2016/06/04 20:50:46,解体,駆逐艦,朝潮(Lv.1)
2016/06/04 20:46:17,解体,駆逐艦,荒潮(Lv.2)
2016/06/04 20:41:01,解体,潜水艦,伊168(Lv.1)
2016/06/04 20:40:56,解体,駆逐艦,響(Lv.1)
2016/06/04 20:40:51,解体,軽巡洋艦,五十鈴(Lv.1)
2016/06/04 20:40:46,解体,駆逐艦,暁(Lv.1)
2016/06/04 20:40:41,解体,駆逐艦,深雪(Lv.1)
2016/06/04 20:40:36,解体,軽巡洋艦,神通(Lv.1)
2016/06/04 19:50:39,解体,駆逐艦,時雨(Lv.1)
2016/06/04 19:46:41,解体,駆逐艦,白雪(Lv.2)
2016/06/04 19:36:39,解体,駆逐艦,長月(Lv.1)
2016/06/04 19:36:34,解体,駆逐艦,村雨(Lv.1)
2016/06/04 19:31:17,解体,駆逐艦,大潮(Lv.1)
2016/06/04 17:17:35,解体,駆逐艦,初雪(Lv.1)
2016/06/04 17:17:31,解体,駆逐艦,曙(Lv.1)
2016/06/04 17:16:32,解体,軽巡洋艦,北上(Lv.1)
2016/06/04 17:16:28,解体,駆逐艦,時雨(Lv.1)
2016/06/04 17:16:24,解体,駆逐艦,菊月(Lv.1)
2016/06/04 17:13:27,解体,駆逐艦,三日月(Lv.1)
2016/06/04 17:10:20,解体,駆逐艦,綾波(Lv.1)
2016/06/04 17:07:33,解体,駆逐艦,初霜(Lv.1)
2016/06/04 17:04:52,解体,駆逐艦,村雨(Lv.1)
2016/06/04 17:01:60,解体,駆逐艦,雷(Lv.2)
2016/06/04 16:55:05,解体,駆逐艦,村雨(Lv.1)
2016/06/04 16:50:15,解体,駆逐艦,初雪(Lv.2)
2016/06/04 16:42:04,解体,駆逐艦,朝潮(Lv.1)
2016/06/04 16:38:53,改修,軽空母,龍驤(Lv.1)
2016/06/04 16:38:24,改修,軽空母,祥鳳(Lv.1)
2016/06/04 16:38:08,改修,軽空母,瑞鳳(Lv.1)
2016/06/04 03:43:04,解体,駆逐艦,漣(Lv.1)
2016/06/04 03:40:40,解体,駆逐艦,曙(Lv.1)
2016/06/04 03:39:16,解体,駆逐艦,吹雪(Lv.1)
2016/06/04 03:39:12,解体,軽巡洋艦,名取(Lv.1)
2016/06/04 03:39:06,解体,駆逐艦,黒潮(Lv.1)
2016/06/04 03:11:04,解体,駆逐艦,荒潮(Lv.1)
2016/06/04 03:10:53,解体,駆逐艦,如月(Lv.1)
2016/06/04 03:10:46,解体,駆逐艦,初雪(Lv.1)
2016/06/04 03:10:28,解体,駆逐艦,電(Lv.1)
2016/06/04 03:09:47,解体,駆逐艦,初雪(Lv.1)
2016/06/04 02:48:07,解体,駆逐艦,不知火(Lv.1)
2016/06/04 02:47:56,解体,軽巡洋艦,名取(Lv.1)
2016/06/04 02:47:11,解体,軽巡洋艦,名取(Lv.1)
2016/06/04 02:47:03,解体,重巡洋艦,利根(Lv.1)
2016/06/04 02:46:58,解体,駆逐艦,白雪(Lv.1)
2016/06/04 02:18:56,解体,駆逐艦,三日月(Lv.1)
2016/06/04 02:18:51,解体,駆逐艦,五月雨(Lv.1)
2016/06/04 02:18:47,解体,駆逐艦,文月(Lv.1)
2016/06/04 01:48:18,解体,軽巡洋艦,那珂(Lv.1)
2016/06/04 01:48:13,解体,駆逐艦,大潮(Lv.1)
2016/06/04 01:48:08,解体,駆逐艦,潮(Lv.1)
2016/06/04 01:42:22,解体,駆逐艦,大潮(Lv.1)
2016/06/04 01:42:14,解体,駆逐艦,涼風(Lv.1)
2016/06/04 01:41:60,解体,駆逐艦,霰(Lv.1)
2016/06/04 01:41:50,解体,駆逐艦,曙(Lv.1)
2016/06/04 01:41:46,解体,軽巡洋艦,龍田(Lv.1)
2016/06/04 01:27:20,解体,戦艦,山城(Lv.1)
2016/06/04 01:27:16,解体,軽巡洋艦,多摩(Lv.1)
2016/06/04 01:27:11,解体,軽巡洋艦,名取(Lv.1)
2016/06/04 01:27:06,解体,駆逐艦,大潮(Lv.1)
2016/06/03 23:37:34,解体,軽巡洋艦,由良(Lv.1)
2016/06/03 23:37:30,解体,重巡洋艦,妙高(Lv.1)
2016/06/03 23:37:26,解体,重巡洋艦,足柄(Lv.1)
2016/06/03 23:37:21,解体,戦艦,霧島(Lv.1)
2016/06/03 23:24:20,解体,戦艦,金剛(Lv.1)
2016/06/03 23:24:15,解体,戦艦,霧島(Lv.1)
2016/06/03 23:24:11,解体,軽巡洋艦,天龍(Lv.1)
2016/06/03 23:05:08,解体,駆逐艦,霰(Lv.1)
2016/06/03 23:05:02,解体,駆逐艦,長月(Lv.1)
2016/06/03 23:04:58,解体,戦艦,扶桑(Lv.1)
2016/06/03 23:04:52,解体,駆逐艦,白雪(Lv.1)
2016/06/03 23:04:48,解体,駆逐艦,陽炎(Lv.1)
2016/06/03 22:40:08,解体,重巡洋艦,古鷹(Lv.1)
2016/06/03 22:36:07,解体,駆逐艦,雷(Lv.1)
2016/06/03 22:36:03,解体,駆逐艦,巻雲(Lv.1)
2016/06/03 22:35:59,解体,重巡洋艦,那智(Lv.1)
2016/06/03 22:28:54,解体,駆逐艦,朝潮(Lv.1)
2016/06/03 22:28:50,解体,軽巡洋艦,天龍(Lv.1)
2016/06/03 22:21:19,解体,軽巡洋艦,龍田(Lv.1)
2016/06/03 22:21:15,解体,軽巡洋艦,天龍(Lv.1)
2016/06/03 22:21:11,解体,重巡洋艦,足柄(Lv.1)
2016/06/03 22:21:07,解体,重巡洋艦,足柄(Lv.1)
2016/06/03 21:60:58,解体,水上機母艦,千歳(Lv.1)
2016/06/03 21:60:54,解体,水上機母艦,千代田(Lv.1)
2016/06/03 21:60:50,解体,駆逐艦,子日(Lv.1)
2016/06/03 21:60:45,解体,戦艦,扶桑(Lv.1)
2016/06/03 21:55:09,解体,軽巡洋艦,由良(Lv.1)
2016/06/03 21:55:05,解体,軽巡洋艦,那珂(Lv.1)
2016/06/03 21:55:01,解体,軽巡洋艦,名取(Lv.1)
2016/06/03 21:54:48,解体,重巡洋艦,足柄(Lv.1)
2016/06/03 21:09:02,解体,駆逐艦,朝潮(Lv.1)
2016/06/03 21:06:24,解体,駆逐艦,村雨(Lv.1)
2016/06/03 21:06:17,解体,軽巡洋艦,木曾(Lv.1)
2016/06/03 21:06:11,解体,駆逐艦,初霜(Lv.1)
2016/06/03 21:06:07,解体,重巡洋艦,那智(Lv.1)
2016/06/03 20:53:16,解体,軽巡洋艦,長良(Lv.1)
2016/06/03 20:53:10,解体,軽巡洋艦,多摩(Lv.1)
2016/06/03 20:53:03,解体,戦艦,伊勢(Lv.1)
2016/06/03 20:52:09,解体,駆逐艦,潮(Lv.1)
2016/06/03 20:52:05,解体,戦艦,山城(Lv.1)
2016/06/03 20:51:60,解体,駆逐艦,響(Lv.1)
2016/06/03 02:06:06,解体,重巡洋艦,古鷹(Lv.1)
2016/06/03 02:05:46,解体,重巡洋艦,熊野(Lv.1)
2016/06/03 02:05:31,解体,軽巡洋艦,名取(Lv.1)
2016/06/03 02:05:27,解体,重巡洋艦,妙高(Lv.1)
2016/06/03 02:05:22,解体,重巡洋艦,高雄(Lv.1)
2016/06/03 02:05:18,解体,重巡洋艦,妙高(Lv.1)
2016/06/03 02:05:12,解体,軽巡洋艦,由良(Lv.1)
2016/06/02 24:60:01,解体,重巡洋艦,足柄(Lv.1)
2016/06/02 24:59:57,解体,戦艦,金剛(Lv.1)
2016/06/02 24:59:37,解体,水上機母艦,千歳(Lv.1)
2016/06/02 24:59:21,解体,駆逐艦,朧(Lv.1)
2016/06/02 24:59:13,解体,駆逐艦,村雨(Lv.1)
2016/06/02 24:59:08,解体,軽巡洋艦,多摩(Lv.1)
2016/06/02 24:59:04,解体,駆逐艦,時雨(Lv.1)
2016/06/02 24:58:60,解体,軽巡洋艦,那珂(Lv.1)
2016/06/02 24:58:54,解体,駆逐艦,叢雲(Lv.1)
2016/06/02 24:09:34,解体,軽空母,隼鷹(Lv.1)
2016/06/02 24:09:22,解体,駆逐艦,睦月(Lv.1)
2016/06/02 24:09:17,解体,重巡洋艦,摩耶(Lv.1)
2016/06/02 24:09:09,解体,戦艦,伊勢(Lv.1)
2016/06/02 24:09:04,解体,駆逐艦,初春(Lv.1)
2016/06/02 24:08:58,解体,重巡洋艦,高雄(Lv.1)
2016/06/02 23:41:39,解体,軽空母,鳳翔(Lv.1)
2016/06/02 23:41:29,解体,軽空母,飛鷹(Lv.1)
2016/06/02 23:40:41,解体,軽巡洋艦,木曾(Lv.1)
2016/06/02 23:40:36,解体,軽空母,隼鷹(Lv.1)
2016/06/02 23:40:13,解体,軽空母,飛鷹(Lv.1)
2016/06/02 23:39:09,解体,戦艦,日向(Lv.1)
2016/06/02 22:39:54,解体,重巡洋艦,利根(Lv.1)
2016/06/02 22:39:49,解体,重巡洋艦,加古(Lv.1)
2016/06/02 22:39:44,解体,駆逐艦,初春(Lv.1)
2016/06/02 22:38:13,解体,重巡洋艦,羽黒(Lv.1)
2016/06/02 22:38:07,解体,軽巡洋艦,神通(Lv.1)
2016/06/02 22:37:24,解体,重巡洋艦,摩耶(Lv.1)
2016/06/02 22:37:19,解体,駆逐艦,夕雲(Lv.1)
2016/06/02 22:37:13,解体,軽巡洋艦,由良(Lv.1)
2016/06/02 21:34:44,解体,重巡洋艦,古鷹(Lv.1)
2016/06/02 21:34:39,解体,戦艦,榛名(Lv.1)
2016/06/02 21:34:35,解体,重巡洋艦,那智(Lv.1)
2016/06/02 21:34:27,解体,軽巡洋艦,木曾(Lv.1)
2016/06/02 21:34:19,解体,駆逐艦,白雪(Lv.1)
2016/06/02 21:34:10,解体,駆逐艦,如月(Lv.1)
2016/06/02 21:34:02,解体,重巡洋艦,鳥海(Lv.1)
2016/06/02 21:33:58,解体,駆逐艦,夕雲(Lv.1)
2016/06/02 21:07:56,解体,重巡洋艦,高雄(Lv.1)
2016/06/02 21:07:47,解体,軽空母,龍驤(Lv.1)
2016/06/02 21:07:41,解体,駆逐艦,満潮(Lv.1)
2016/06/02 21:07:37,解体,駆逐艦,初雪(Lv.1)
2016/06/02 20:58:32,解体,駆逐艦,五月雨(Lv.1)
2016/06/02 20:58:27,解体,軽巡洋艦,木曾(Lv.1)
2016/06/02 20:58:23,解体,駆逐艦,如月(Lv.1)
2016/06/02 20:55:02,解体,駆逐艦,菊月(Lv.1)
2016/06/02 20:51:49,解体,駆逐艦,如月(Lv.1)
2016/06/02 20:48:39,解体,駆逐艦,敷波(Lv.2)
2016/06/02 20:28:40,解体,駆逐艦,涼風(Lv.1)
2016/06/02 20:28:26,解体,駆逐艦,白雪(Lv.1)
2016/06/02 20:28:22,解体,軽巡洋艦,神通(Lv.1)
2016/06/02 20:28:16,解体,軽巡洋艦,龍田(Lv.1)
2016/06/02 20:28:07,解体,駆逐艦,如月(Lv.1)
