时间,类型,结果,燃,弹,钢,铝,获得物品 1,数量,获得物品 2,数量
2016/10/17 00:16:57,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2016/10/17 00:16:29,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/16 23:35:13,長距離練習航海,成功,0,100,30,0,,,,
2016/10/16 23:21:48,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2016/10/16 23:02:51,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/16 22:33:11,防空射撃演習,大成功,0,0,0,138,,,,
2016/10/16 22:21:07,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/16 21:51:43,東京急行(弐),大成功,724,0,345,0,家具箱（小）,1,,
2016/10/16 21:49:21,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2016/10/16 21:48:27,長距離練習航海,成功,0,100,30,0,,,,
2016/10/16 21:05:49,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2016/10/16 20:56:32,長距離練習航海,成功,0,100,30,0,,,,
2016/10/16 20:26:57,長距離練習航海,成功,0,100,30,0,,,,
2016/10/16 20:20:38,防空射撃演習,大成功,0,0,0,138,,,,
2016/10/16 19:56:17,長距離練習航海,成功,0,100,30,0,,,,
2016/10/16 19:35:55,防空射撃演習,大成功,0,0,0,138,,,,
2016/10/16 19:25:13,長距離練習航海,成功,0,100,30,0,,,,
2016/10/16 18:55:44,東京急行(弐),大成功,724,0,345,0,家具箱（小）,1,,
2016/10/16 18:55:35,防空射撃演習,大成功,0,0,0,138,,,,
2016/10/16 18:55:18,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/16 17:53:54,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/16 17:36:36,防空射撃演習,大成功,0,0,0,138,,,,
2016/10/16 17:19:50,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/16 16:56:59,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2016/10/16 16:48:06,長距離練習航海,成功,0,100,30,0,,,,
2016/10/16 16:14:12,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2016/10/16 16:05:16,長距離練習航海,成功,0,100,30,0,,,,
2016/10/16 15:34:25,東京急行(弐),大成功,724,0,345,0,家具箱（小）,1,,
2016/10/16 15:34:11,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2016/10/16 15:34:02,長距離練習航海,成功,0,100,30,0,,,,
2016/10/16 01:09:11,防空射撃演習,大成功,0,0,0,138,,,,
2016/10/16 01:09:02,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/16 00:39:01,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/16 00:17:49,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2016/10/16 00:09:27,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/15 23:35:07,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2016/10/15 23:27:37,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/15 22:54:17,東京急行(弐),大成功,724,0,345,0,,,,
2016/10/15 22:54:03,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2016/10/15 22:53:50,長距離練習航海,成功,0,100,30,0,,,,
2016/10/15 22:13:37,防空射撃演習,大成功,0,0,0,138,,,,
2016/10/15 22:13:04,長距離練習航海,成功,0,100,30,0,,,,
2016/10/15 21:19:15,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2016/10/15 21:17:22,長距離練習航海,成功,0,100,30,0,,,,
2016/10/15 20:23:43,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/15 19:37:11,東京急行(弐),大成功,724,0,345,0,家具箱（小）,1,,
2016/10/15 19:23:51,防空射撃演習,大成功,0,0,0,138,,,,
2016/10/15 19:23:32,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/14 14:59:17,東京急行(弐),大成功,724,0,345,0,家具箱（小）,1,,
2016/10/14 14:59:08,防空射撃演習,大成功,0,0,0,138,,,,
2016/10/14 14:58:52,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/14 00:23:49,防空射撃演習,大成功,0,0,0,138,,,,
2016/10/14 00:08:03,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/13 23:36:24,東京急行(弐),大成功,724,0,345,0,,,,
2016/10/13 23:36:15,防空射撃演習,大成功,0,0,0,138,,,,
2016/10/13 23:36:06,長距離練習航海,成功,0,100,30,0,,,,
2016/10/13 21:21:51,防空射撃演習,大成功,0,0,0,138,,,,
2016/10/13 21:18:07,長距離練習航海,成功,0,100,30,0,,,,
2016/10/13 20:48:21,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/13 20:42:10,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2016/10/13 20:18:52,長距離練習航海,成功,0,100,30,0,,,,
2016/10/13 19:57:31,防空射撃演習,大成功,0,0,0,138,,,,
2016/10/13 19:46:12,長距離練習航海,成功,0,100,30,0,,,,
2016/10/13 19:43:44,東京急行(弐),大成功,724,0,345,0,,,,
2016/10/13 19:15:31,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2016/10/13 19:15:16,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/13 18:20:53,防空射撃演習,大成功,0,0,0,138,,,,
2016/10/13 18:17:27,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/13 16:21:26,東京急行(弐),大成功,724,0,345,0,家具箱（小）,1,,
2016/10/13 16:17:38,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2016/10/13 16:17:27,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/13 14:57:09,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/13 14:42:05,防空射撃演習,大成功,0,0,0,138,,,,
2016/10/13 14:17:29,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/13 13:47:51,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2016/10/13 13:47:43,長距離練習航海,成功,0,100,30,0,,,,
2016/10/13 13:03:01,東京急行(弐),大成功,724,0,345,0,,,,
2016/10/13 13:02:52,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2016/10/13 13:02:39,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/13 00:33:22,東京急行(弐),大成功,724,0,345,0,,,,
2016/10/13 00:33:13,防空射撃演習,大成功,0,0,0,138,,,,
2016/10/13 00:33:04,長距離練習航海,成功,0,100,30,0,,,,
2016/10/12 23:50:47,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2016/10/12 23:50:10,長距離練習航海,成功,0,100,30,0,,,,
2016/10/12 23:10:44,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2016/10/12 23:10:28,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/12 21:58:27,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/12 21:22:58,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2016/10/12 19:56:07,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/12 19:50:56,東京急行(弐),大成功,724,0,345,0,,,,
2016/10/12 19:50:46,防空射撃演習,大成功,0,0,0,138,,,,
2016/10/12 19:26:46,長距離練習航海,成功,0,100,30,0,,,,
2016/10/12 19:09:32,防空射撃演習,成功,0,0,0,92,,,,
2016/10/12 18:56:07,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/12 18:26:44,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/12 18:23:31,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2016/10/12 17:57:02,長距離練習航海,成功,0,100,30,0,,,,
2016/10/12 17:42:00,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2016/10/12 17:23:40,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/12 16:58:33,防空射撃演習,成功,0,0,0,92,家具箱（小）,1,,
2016/10/12 16:54:03,東京急行(弐),大成功,724,0,345,0,家具箱（小）,1,,
2016/10/12 16:53:53,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/12 16:19:04,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2016/10/12 16:16:48,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/12 15:38:19,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2016/10/12 15:37:26,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/12 14:33:30,防空射撃演習,大成功,0,0,0,138,,,,
2016/10/12 14:32:46,長距離練習航海,成功,0,100,30,0,,,,
2016/10/12 13:48:59,東京急行(弐),大成功,724,0,345,0,家具箱（小）,1,,
2016/10/12 13:44:30,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2016/10/12 13:40:44,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/12 00:26:20,長距離練習航海,成功,0,100,30,0,,,,
2016/10/11 23:56:34,防空射撃演習,大成功,0,0,0,138,,,,
2016/10/11 23:56:20,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/11 22:44:25,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2016/10/11 22:38:27,東京急行(弐),大成功,724,0,345,0,家具箱（小）,1,,
2016/10/11 22:35:27,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/11 22:04:22,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2016/10/11 22:02:48,長距離練習航海,成功,0,100,30,0,,,,
2016/10/11 21:24:44,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2016/10/11 21:24:35,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/11 20:06:16,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/11 19:40:33,東京急行(弐),大成功,724,0,345,0,,,,
2016/10/11 19:34:04,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2016/10/11 19:33:55,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/11 18:52:20,防空射撃演習,大成功,0,0,0,138,,,,
2016/10/11 18:52:11,長距離練習航海,成功,0,100,30,0,,,,
2016/10/11 18:16:35,長距離練習航海,成功,0,100,30,0,,,,
2016/10/11 18:07:13,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2016/10/11 17:45:43,長距離練習航海,成功,0,100,30,0,,,,
2016/10/11 17:25:09,防空射撃演習,大成功,0,0,0,138,,,,
2016/10/11 17:15:09,長距離練習航海,成功,0,100,30,0,,,,
2016/10/11 16:44:17,東京急行(弐),大成功,724,0,345,0,,,,
2016/10/11 16:43:53,防空射撃演習,大成功,0,0,0,138,,,,
2016/10/11 16:43:40,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/11 15:01:39,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/11 14:55:25,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2016/10/11 14:27:07,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/11 14:06:33,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2016/10/11 13:53:41,長距離練習航海,成功,0,100,30,0,,,,
2016/10/11 13:23:13,東京急行(弐),大成功,724,0,345,0,家具箱（小）,1,,
2016/10/11 13:23:02,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2016/10/11 13:22:40,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/10 23:15:20,東京急行(弐),大成功,724,0,345,0,,,,
2016/10/10 23:06:10,長距離練習航海,成功,0,100,30,0,,,,
2016/10/10 22:45:16,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2016/10/10 22:36:07,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/10 22:04:42,長距離練習航海,成功,0,100,30,0,,,,
2016/10/10 21:58:42,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2016/10/10 21:26:34,長距離練習航海,成功,0,100,30,0,,,,
2016/10/10 21:09:22,防空射撃演習,大成功,0,0,0,138,,,,
2016/10/10 20:56:11,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/10 20:19:48,東京急行(弐),大成功,724,0,345,0,,,,
2016/10/10 20:19:39,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2016/10/10 20:19:23,長距離練習航海,成功,0,100,30,0,,,,
2016/10/10 16:02:16,長距離練習航海,成功,0,100,30,0,,,,
2016/10/10 15:57:48,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2016/10/10 15:32:22,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/10 15:13:45,防空射撃演習,大成功,0,0,0,138,,,,
2016/10/10 14:58:36,長距離練習航海,成功,0,100,30,0,,,,
2016/10/10 14:34:04,防空射撃演習,大成功,0,0,0,138,,,,
2016/10/10 14:23:38,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/10 13:52:43,東京急行(弐),大成功,724,0,345,0,,,,
2016/10/10 13:52:34,防空射撃演習,大成功,0,0,0,138,,,,
2016/10/10 13:52:24,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/10 00:38:12,防空射撃演習,大成功,0,0,0,138,,,,
2016/10/10 00:29:15,長距離練習航海,成功,0,100,30,0,,,,
2016/10/09 23:57:37,東京急行(弐),大成功,724,0,345,0,,,,
2016/10/09 23:57:27,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2016/10/09 23:57:17,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/09 21:12:09,長距離練習航海,成功,0,100,30,0,,,,
2016/10/09 20:52:46,防空射撃演習,大成功,0,0,0,138,,,,
2016/10/09 20:41:38,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/09 20:11:16,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2016/10/09 20:11:07,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/09 19:41:38,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/09 19:24:34,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2016/10/09 19:11:32,長距離練習航海,成功,0,100,30,0,,,,
2016/10/09 18:47:14,東京急行(弐),大成功,724,0,345,0,,,,
2016/10/09 18:24:37,防空射撃演習,大成功,0,0,0,138,,,,
2016/10/09 18:21:41,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/09 17:42:50,防空射撃演習,成功,0,0,0,92,家具箱（小）,1,,
2016/10/09 17:42:41,長距離練習航海,成功,0,100,30,0,,,,
2016/10/09 16:56:30,防空射撃演習,大成功,0,0,0,138,,,,
2016/10/09 16:56:19,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/09 16:22:17,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/09 15:51:56,東京急行(弐),大成功,724,0,345,0,家具箱（小）,1,,
2016/10/09 15:51:43,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2016/10/09 15:51:26,長距離練習航海,成功,0,100,30,0,,,,
2016/10/09 10:51:20,長距離練習航海,成功,0,100,30,0,,,,
2016/10/09 10:18:25,東京急行(弐),大成功,724,0,345,0,家具箱（小）,1,,
2016/10/09 10:18:10,防空射撃演習,大成功,0,0,0,138,,,,
2016/10/09 10:17:57,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/09 01:17:06,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2016/10/09 00:59:40,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/09 00:31:25,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2016/10/09 00:25:30,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/08 23:51:26,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2016/10/08 23:50:45,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/08 23:06:49,東京急行(弐),大成功,724,0,345,0,,,,
2016/10/08 23:06:13,北方鼠輸送作戦,失敗,0,0,0,0,,,,
2016/10/08 23:06:04,長距離練習航海,成功,0,100,30,0,,,,
2016/10/08 22:35:25,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2016/10/08 22:24:55,長距離練習航海,成功,0,100,30,0,,,,
2016/10/08 21:52:43,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2016/10/08 21:52:30,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/08 21:19:42,長距離練習航海,成功,0,100,30,0,,,,
2016/10/08 21:02:41,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2016/10/08 20:49:17,長距離練習航海,成功,0,100,30,0,,,,
2016/10/08 20:16:22,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2016/10/08 20:16:04,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/08 20:07:58,東京急行(弐),大成功,724,0,345,0,家具箱（小）,1,,
2016/10/08 19:42:56,長距離練習航海,成功,0,100,30,0,,,,
2016/10/08 19:35:07,防空射撃演習,大成功,0,0,0,138,,,,
2016/10/08 19:13:11,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/08 18:54:50,防空射撃演習,大成功,0,0,0,138,,,,
2016/10/08 18:43:32,長距離練習航海,成功,0,100,30,0,,,,
2016/10/08 18:13:47,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2016/10/08 18:13:38,長距離練習航海,成功,0,100,30,0,,,,
2016/10/08 17:11:00,北方鼠輸送作戦,失敗,0,0,0,0,,,,
2016/10/08 17:10:03,東京急行(弐),大成功,724,0,345,0,家具箱（小）,1,,
2016/10/08 17:09:53,防空射撃演習,大成功,0,0,0,138,,,,
2016/10/08 17:09:42,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/08 16:09:49,北方鼠輸送作戦,大成功,552,465,0,0,,,,
2016/10/08 15:45:47,長距離練習航海,成功,0,100,30,0,,,,
2016/10/08 14:49:46,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/08 14:12:26,長距離練習航海,成功,0,100,30,0,,,,
2016/10/08 13:42:27,東京急行(弐),大成功,724,0,345,0,家具箱（小）,1,,
2016/10/08 13:42:17,北方鼠輸送作戦,大成功,552,465,0,0,,,,
2016/10/08 13:42:08,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/08 00:56:06,長距離練習航海,成功,0,100,30,0,,,,
2016/10/08 00:21:56,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/08 00:06:51,北方鼠輸送作戦,大成功,552,465,0,0,家具箱（小）,1,,
2016/10/07 23:45:23,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/07 23:15:29,東京急行(弐),大成功,724,0,345,0,,,,
2016/10/07 23:15:01,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/07 22:08:57,長距離練習航海,成功,0,100,30,0,,,,
2016/10/07 21:42:15,北方鼠輸送作戦,大成功,552,465,0,0,家具箱（小）,1,,
2016/10/07 21:38:17,長距離練習航海,成功,0,100,30,0,,,,
2016/10/07 21:08:08,長距離練習航海,成功,0,100,30,0,,,,
2016/10/07 20:36:10,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/07 20:16:25,東京急行(弐),大成功,724,0,345,0,家具箱（小）,1,,
2016/10/07 20:05:10,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/07 19:28:43,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/07 19:20:21,北方鼠輸送作戦,大成功,552,465,0,0,家具箱（小）,1,,
2016/10/07 18:52:42,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/07 18:21:31,長距離練習航海,成功,0,100,30,0,,,,
2016/10/07 17:43:44,長距離練習航海,成功,0,100,30,0,,,,
2016/10/07 17:20:37,東京急行(弐),大成功,724,0,345,0,,,,
2016/10/07 16:59:10,北方鼠輸送作戦,大成功,552,465,0,0,家具箱（小）,1,,
2016/10/07 16:59:00,長距離練習航海,成功,0,100,30,0,,,,
2016/10/07 16:25:49,長距離練習航海,成功,0,100,30,0,,,,
2016/10/07 15:55:27,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/07 15:22:07,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/07 14:51:53,長距離練習航海,成功,0,100,30,0,,,,
2016/10/07 14:20:58,東京急行(弐),大成功,724,0,345,0,,,,
2016/10/07 14:20:37,北方鼠輸送作戦,大成功,552,465,0,0,家具箱（小）,1,,
2016/10/07 14:20:28,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/07 02:37:33,長距離練習航海,成功,0,100,30,0,,,,
2016/10/07 02:01:27,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/07 01:41:57,東京急行(弐),大成功,724,0,345,0,,,,
2016/10/07 01:31:55,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/07 01:12:49,北方鼠輸送作戦,大成功,552,465,0,0,家具箱（小）,1,,
2016/10/07 00:56:50,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/07 00:25:31,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/06 23:56:01,長距離練習航海,成功,0,100,30,0,,,,
2016/10/06 23:15:22,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/06 22:51:52,北方鼠輸送作戦,大成功,552,465,0,0,,,,
2016/10/06 22:46:53,東京急行(弐),大成功,724,0,345,0,,,,
2016/10/06 22:44:20,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/06 22:14:48,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/06 21:42:57,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/06 21:09:24,長距離練習航海,成功,0,100,30,0,,,,
2016/10/06 20:38:50,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/06 20:31:33,北方鼠輸送作戦,大成功,552,465,0,0,家具箱（小）,1,,
2016/10/06 20:09:14,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/06 19:51:44,東京急行(弐),大成功,724,0,345,0,,,,
2016/10/06 19:39:01,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/06 19:05:21,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/06 18:32:47,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/06 18:11:03,北方鼠輸送作戦,大成功,552,465,0,0,家具箱（小）,1,,
2016/10/06 18:01:06,長距離練習航海,成功,0,100,30,0,,,,
2016/10/06 17:22:08,長距離練習航海,成功,0,100,30,0,,,,
2016/10/06 16:54:25,東京急行(弐),大成功,724,0,345,0,,,,
2016/10/06 16:49:40,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/06 16:16:53,長距離練習航海,成功,0,100,30,0,,,,
2016/10/06 15:44:49,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/06 15:44:07,北方鼠輸送作戦,大成功,552,465,0,0,,,,
2016/10/06 15:13:52,長距離練習航海,成功,0,100,30,0,,,,
2016/10/06 14:43:11,長距離練習航海,成功,0,100,30,0,,,,
2016/10/06 14:13:24,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/06 13:59:02,東京急行(弐),大成功,724,0,345,0,家具箱（小）,1,,
2016/10/06 13:42:46,長距離練習航海,成功,0,100,30,0,,,,
2016/10/06 13:23:27,北方鼠輸送作戦,大成功,552,465,0,0,家具箱（小）,1,,
2016/10/06 13:08:10,長距離練習航海,成功,0,100,30,0,,,,
2016/10/06 12:38:27,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/06 12:04:45,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/06 11:33:34,長距離練習航海,成功,0,100,30,0,,,,
2016/10/06 11:02:43,東京急行(弐),大成功,724,0,345,0,,,,
2016/10/06 11:02:25,北方鼠輸送作戦,大成功,552,465,0,0,,,,
2016/10/06 11:02:10,長距離練習航海,成功,0,100,30,0,,,,
2016/10/06 05:53:33,北方鼠輸送作戦,大成功,552,465,0,0,,,,
2016/10/06 05:53:23,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/06 04:04:52,東京急行(弐),大成功,724,0,345,0,家具箱（小）,1,,
2016/10/06 04:00:19,長距離練習航海,成功,0,100,30,0,,,,
2016/10/06 03:18:28,長距離練習航海,成功,0,100,30,0,,,,
2016/10/06 02:46:22,長距離練習航海,成功,0,100,30,0,,,,
2016/10/06 02:30:45,北方鼠輸送作戦,大成功,552,465,0,0,家具箱（小）,1,,
2016/10/06 02:13:50,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/06 01:38:57,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/06 01:08:28,東京急行(弐),大成功,724,0,345,0,家具箱（小）,1,,
2016/10/06 01:07:53,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/06 00:37:29,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/05 21:52:26,東京急行(弐),大成功,724,0,345,0,,,,
2016/10/05 21:27:32,長距離練習航海,成功,0,100,30,0,,,,
2016/10/05 21:11:26,北方鼠輸送作戦,大成功,552,465,0,0,家具箱（小）,1,,
2016/10/05 20:53:30,長距離練習航海,成功,0,100,30,0,,,,
2016/10/05 20:21:40,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/05 19:52:10,長距離練習航海,成功,0,100,30,0,,,,
2016/10/05 19:21:49,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/05 18:48:43,東京急行(弐),大成功,724,0,345,0,家具箱（小）,1,,
2016/10/05 18:48:33,北方鼠輸送作戦,大成功,552,465,0,0,家具箱（小）,1,,
2016/10/05 18:48:25,長距離練習航海,成功,0,100,30,0,,,,
2016/10/05 04:57:15,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/05 04:25:05,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/05 03:21:53,東京急行(弐),大成功,724,0,345,0,,,,
2016/10/05 03:21:44,北方鼠輸送作戦,大成功,552,465,0,0,,,,
2016/10/05 03:11:45,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/05 01:06:31,長距離練習航海,成功,0,100,30,0,,,,
2016/10/05 00:36:46,長距離練習航海,成功,0,100,30,0,,,,
2016/10/05 00:28:48,北方鼠輸送作戦,大成功,552,465,0,0,家具箱（小）,1,,
2016/10/04 23:59:07,東京急行(弐),大成功,724,0,345,0,家具箱（小）,1,,
2016/10/04 23:58:54,長距離練習航海,成功,0,100,30,0,,,,
2016/10/04 23:22:09,長距離練習航海,成功,0,100,30,0,,,,
2016/10/04 22:51:20,長距離練習航海,成功,0,100,30,0,,,,
2016/10/04 21:56:12,北方鼠輸送作戦,大成功,552,465,0,0,家具箱（小）,1,,
2016/10/04 21:47:21,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/04 21:08:20,長距離練習航海,成功,0,100,30,0,,,,
2016/10/04 20:56:47,東京急行(弐),大成功,724,0,345,0,,,,
2016/10/04 20:38:05,長距離練習航海,成功,0,100,30,0,,,,
2016/10/04 20:07:33,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
2016/10/04 19:36:11,北方鼠輸送作戦,大成功,552,465,0,0,家具箱（小）,1,,
2016/10/04 19:35:14,長距離練習航海,成功,0,100,30,0,,,,
2016/10/04 18:50:37,長距離練習航海,成功,0,100,30,0,高速修復材,1,,
