时间,海域,地图点,状态,战况,敌舰队,捞！,大破舰,旗舰,旗舰 (第二舰队),MVP,MVP (第二舰队)
2016/05/30 02:13:38,東部オリョール海(2-3),5(道中),出撃,勝利A,敵巡洋艦隊,時雨,无,呂500(Lv.148),,伊19改(Lv.132),
2016/05/30 02:07:25,東部オリョール海(2-3),10(道中),進撃,勝利A,敵強襲揚陸艦隊,五十鈴,无,呂500(Lv.148),,伊19改(Lv.132),
2016/05/30 02:05:58,東部オリョール海(2-3),5(道中),出撃,勝利A,敵巡洋艦隊,,无,呂500(Lv.148),,伊19改(Lv.132),
2016/05/30 01:59:02,鎮守府近海航路(1-6),13(道中),進撃,勝利A,任務部隊C群 前衛部隊,,夕立改二,阿武隈改二(Lv.98),,阿武隈改二(Lv.98),
2016/05/30 01:57:52,鎮守府近海航路(1-6),12(道中),進撃,敗北D,任務部隊C群 機動部隊,,无,阿武隈改二(Lv.98),,阿武隈改二(Lv.98),
2016/05/30 01:56:32,鎮守府近海航路(1-6),3(道中),出撃,完全勝利!!!S,通商破壊潜水艦隊 III群,,无,阿武隈改二(Lv.98),,阿武隈改二(Lv.98),
2016/05/30 01:54:06,鎮守府近海航路(1-6),13(道中),進撃,勝利S,任務部隊C群 前衛部隊,,无,阿武隈改二(Lv.98),,阿武隈改二(Lv.98),
2016/05/30 01:52:47,鎮守府近海航路(1-6),12(道中),進撃,敗北D,任務部隊C群 機動部隊,,无,阿武隈改二(Lv.98),,阿武隈改二(Lv.98),
2016/05/30 01:51:16,鎮守府近海航路(1-6),3(道中),出撃,戦術的勝利B,通商破壊潜水艦隊 III群,,无,阿武隈改二(Lv.98),,阿武隈改二(Lv.98),
2016/05/30 01:48:24,鎮守府近海航路(1-6),13(道中),進撃,勝利A,任務部隊C群 前衛部隊,雷,无,阿武隈改二(Lv.98),,阿武隈改二(Lv.98),
2016/05/30 01:47:9,鎮守府近海航路(1-6),12(道中),進撃,敗北D,任務部隊C群 機動部隊,,无,阿武隈改二(Lv.98),,阿武隈改二(Lv.98),
2016/05/30 01:45:44,鎮守府近海航路(1-6),3(道中),出撃,完全勝利!!!S,通商破壊潜水艦隊 III群,,无,阿武隈改二(Lv.98),,阿武隈改二(Lv.98),
2016/05/30 01:43:20,鎮守府近海航路(1-6),13(道中),進撃,勝利A,任務部隊C群 前衛部隊,子日,无,阿武隈改二(Lv.98),,阿武隈改二(Lv.98),
2016/05/30 01:42:13,鎮守府近海航路(1-6),12(道中),進撃,敗北D,任務部隊C群 機動部隊,,无,阿武隈改二(Lv.98),,阿武隈改二(Lv.98),
2016/05/30 01:40:39,鎮守府近海航路(1-6),3(道中),出撃,勝利A,通商破壊潜水艦隊 III群,,无,阿武隈改二(Lv.98),,阿武隈改二(Lv.98),
2016/05/30 01:38:19,鎮守府正面海域(1-1),2(道中),進撃,勝利S,敵はぐれ艦隊,潮,无,荒潮改(Lv.57),,荒潮改(Lv.57),
2016/05/30 01:37:36,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,荒潮改(Lv.57),,荒潮改(Lv.57),
2016/05/30 01:35:06,鎮守府正面海域(1-1),3(Boss点),進撃,戦術的勝利B,敵主力艦隊,電,无,荒潮改(Lv.57),,荒潮改(Lv.57),
2016/05/30 01:34:19,鎮守府正面海域(1-1),1(道中),出撃,勝利S,敵偵察艦,,无,荒潮改(Lv.57),,荒潮改(Lv.57),
2016/05/30 01:33:07,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,吹雪,无,荒潮改(Lv.57),,荒潮改(Lv.57),
2016/05/30 01:32:21,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,荒潮改(Lv.57),,荒潮改(Lv.57),
2016/05/30 01:24:34,鎮守府正面海域(1-1),2(道中),進撃,勝利S,敵はぐれ艦隊,,无,不知火改(Lv.57),,不知火改(Lv.57),
2016/05/30 01:23:53,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,不知火改(Lv.57),,不知火改(Lv.57),
2016/05/30 01:20:55,鎮守府正面海域(1-1),2(道中),進撃,勝利A,敵はぐれ艦隊,,霞,不知火改(Lv.57),,不知火改(Lv.57),
2016/05/30 01:19:55,鎮守府正面海域(1-1),1(道中),出撃,勝利S,敵偵察艦,霞,无,不知火改(Lv.57),,不知火改(Lv.57),
2016/05/30 01:18:34,鎮守府正面海域(1-1),2(道中),進撃,勝利S,敵はぐれ艦隊,,磯波,不知火改(Lv.57),,不知火改(Lv.57),
2016/05/30 01:17:35,鎮守府正面海域(1-1),1(道中),出撃,勝利S,敵偵察艦,磯波,无,不知火改(Lv.57),,不知火改(Lv.57),
2016/05/30 01:15:01,鎮守府正面海域(1-1),2(道中),進撃,完全勝利!!!S,敵はぐれ艦隊,霞,无,長月改(Lv.61),,長月改(Lv.61),
2016/05/30 01:14:15,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,長月改(Lv.61),,長月改(Lv.61),
2016/05/30 01:12:58,鎮守府正面海域(1-1),1(道中),出撃,勝利S,敵偵察艦,若葉,時雨,長月改(Lv.61),,長月改(Lv.61),
2016/05/30 01:11:06,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,磯波,无,長月改(Lv.61),,長月改(Lv.61),
2016/05/30 01:10:13,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,長月改(Lv.61),,長月改(Lv.61),
2016/05/30 01:06:28,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,長月,初雪,長月改(Lv.61),,長月改(Lv.61),
2016/05/30 01:05:38,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,時雨,无,長月改(Lv.61),,長月改(Lv.61),
2016/05/30 01:01:54,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,白雪,敷波,高波改(Lv.49),,高波改(Lv.49),
2016/05/30 01:01:01,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,初雪,无,高波改(Lv.49),,高波改(Lv.49),
2016/05/30 00:59:17,鎮守府正面海域(1-1),2(道中),進撃,完全勝利!!!S,敵はぐれ艦隊,,无,高波改(Lv.49),,高波改(Lv.49),
2016/05/30 00:55:45,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,夕立,无,高波改(Lv.49),,高波改(Lv.49),
2016/05/30 00:53:15,鎮守府正面海域(1-1),2(道中),進撃,勝利S,敵はぐれ艦隊,,无,高波改(Lv.49),,高波改(Lv.49),
2016/05/30 00:52:18,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,高波改(Lv.49),,高波改(Lv.49),
2016/05/29 23:49:01,鎮守府正面海域(1-1),2(道中),進撃,勝利S,敵はぐれ艦隊,敷波,无,文月改(Lv.62),,文月改(Lv.62),
2016/05/29 23:48:15,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,文月改(Lv.61),,文月改(Lv.61),
2016/05/29 23:44:01,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,,磯波,弥生改(Lv.71),,弥生改(Lv.71),
2016/05/29 23:42:14,鎮守府正面海域(1-1),1(道中),出撃,勝利S,敵偵察艦,若葉,无,弥生改(Lv.71),,弥生改(Lv.71),
2016/05/29 23:26:27,鎮守府正面海域(1-1),2(道中),進撃,完全勝利!!!S,敵はぐれ艦隊,初春,无,三日月改(Lv.71),,三日月改(Lv.71),
2016/05/29 23:25:36,鎮守府正面海域(1-1),1(道中),出撃,勝利S,敵偵察艦,時雨,无,三日月改(Lv.71),,三日月改(Lv.71),
2016/05/29 23:23:40,鎮守府正面海域(1-1),3(Boss点),進撃,戦術的敗北C,敵主力艦隊,,夕立,三日月改(Lv.71),,三日月改(Lv.71),
2016/05/29 23:22:55,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,三日月改(Lv.71),,三日月改(Lv.71),
2016/05/29 23:21:36,鎮守府正面海域(1-1),2(道中),進撃,完全勝利!!!S,敵はぐれ艦隊,,无,三日月改(Lv.71),,三日月改(Lv.71),
2016/05/29 23:20:31,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,如月,无,三日月改(Lv.71),,三日月改(Lv.71),
2016/05/29 22:31:13,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,,无,多摩改(Lv.55),,多摩改(Lv.55),
2016/05/29 22:30:23,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,磯波,无,多摩改(Lv.55),,多摩改(Lv.55),
2016/05/29 22:28:57,鎮守府正面海域(1-1),2(道中),進撃,勝利S,敵はぐれ艦隊,,无,多摩改(Lv.55),,多摩改(Lv.55),
2016/05/29 22:28:07,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,夕立,无,多摩改(Lv.55),,多摩改(Lv.55),
2016/05/29 22:25:22,鎮守府正面海域(1-1),2(道中),進撃,完全勝利!!!S,敵はぐれ艦隊,深雪,无,多摩改(Lv.55),,多摩改(Lv.55),
2016/05/29 22:24:29,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,敷波,无,多摩改(Lv.55),,多摩改(Lv.55),
2016/05/29 22:19:06,鎮守府正面海域(1-1),2(道中),進撃,勝利S,敵はぐれ艦隊,,无,如月改二(Lv.80),,如月改二(Lv.80),
2016/05/29 22:18:11,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,時雨,无,如月改二(Lv.80),,如月改二(Lv.80),
2016/05/29 22:15:55,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,子日,无,如月改二(Lv.80),,如月改二(Lv.80),
2016/05/29 22:14:48,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,如月改二(Lv.80),,如月改二(Lv.80),
2016/05/29 22:12:11,鎮守府正面海域(1-1),2(道中),進撃,勝利S,敵はぐれ艦隊,,无,如月改二(Lv.80),,如月改二(Lv.80),
2016/05/29 22:11:18,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,曙,无,如月改二(Lv.80),,如月改二(Lv.80),
2016/05/29 21:56:56,鎮守府正面海域(1-1),2(道中),進撃,勝利S,敵はぐれ艦隊,神通,无,皐月改二(Lv.78),,皐月改二(Lv.78),
2016/05/29 21:56:02,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,皐月改二(Lv.78),,皐月改二(Lv.78),
2016/05/29 21:53:58,鎮守府正面海域(1-1),2(道中),進撃,完全勝利!!!S,敵はぐれ艦隊,,无,皐月改二(Lv.78),,皐月改二(Lv.78),
2016/05/29 21:53:00,鎮守府正面海域(1-1),1(道中),出撃,勝利S,敵偵察艦,敷波,无,皐月改二(Lv.78),,皐月改二(Lv.78),
2016/05/29 21:50:59,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,若葉,朧,皐月改二(Lv.78),,皐月改二(Lv.78),
2016/05/29 21:50:04,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,綾波,无,皐月改二(Lv.78),,皐月改二(Lv.78),
2016/05/29 21:48:11,鎮守府正面海域(1-1),2(道中),進撃,勝利S,敵はぐれ艦隊,睦月,无,漣改(Lv.66),,漣改(Lv.66),
2016/05/29 21:47:30,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,漣改(Lv.66),,漣改(Lv.66),
2016/05/29 21:45:57,鎮守府正面海域(1-1),2(道中),進撃,勝利A,敵はぐれ艦隊,朧,无,漣改(Lv.66),,漣改(Lv.66),
2016/05/29 21:45:14,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,漣改(Lv.66),,漣改(Lv.66),
2016/05/29 21:42:05,鎮守府正面海域(1-1),2(道中),進撃,完全勝利!!!S,敵はぐれ艦隊,,无,漣改(Lv.66),,漣改(Lv.66),
2016/05/29 21:41:12,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,曙,无,漣改(Lv.66),,漣改(Lv.66),
2016/05/29 21:38:05,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,,響,曙改(Lv.67),,曙改(Lv.67),
2016/05/29 21:37:08,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,三日月,无,曙改(Lv.67),,曙改(Lv.67),
2016/05/29 21:35:57,鎮守府正面海域(1-1),2(道中),進撃,勝利S,敵はぐれ艦隊,,无,曙改(Lv.67),,曙改(Lv.67),
2016/05/29 21:34:53,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,霞,无,曙改(Lv.67),,曙改(Lv.67),
2016/05/29 21:33:12,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,時雨,无,曙改(Lv.67),,曙改(Lv.67),
2016/05/29 21:32:17,鎮守府正面海域(1-1),1(道中),出撃,勝利S,敵偵察艦,涼風,无,曙改(Lv.67),,曙改(Lv.67),
2016/05/29 21:26:31,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,,无,黒潮改(Lv.66),,黒潮改(Lv.66),
2016/05/29 21:25:41,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,響,无,黒潮改(Lv.66),,黒潮改(Lv.66),
2016/05/29 21:23:50,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,霞,无,黒潮改(Lv.66),,黒潮改(Lv.66),
2016/05/29 21:22:58,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,初春,无,黒潮改(Lv.66),,黒潮改(Lv.66),
2016/05/29 21:20:14,鎮守府正面海域(1-1),2(道中),進撃,完全勝利!!!S,敵はぐれ艦隊,,无,黒潮改(Lv.66),,黒潮改(Lv.66),
2016/05/29 21:19:19,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,神通,无,黒潮改(Lv.66),,黒潮改(Lv.66),
2016/05/29 05:15:48,鎮守府正面海域(1-1),2(道中),進撃,勝利S,敵はぐれ艦隊,大潮,霞,雷改(Lv.71),,雷改(Lv.71),
2016/05/29 05:14:40,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,雷改(Lv.71),,雷改(Lv.71),
2016/05/29 04:23:52,東部オリョール海(2-3),10(道中),進撃,勝利A,敵強襲揚陸艦隊,,无,呂500(Lv.148),,呂500(Lv.148),
2016/05/29 04:21:45,東部オリョール海(2-3),5(道中),出撃,勝利A,敵巡洋艦隊,,无,呂500(Lv.148),,伊19改(Lv.132),
2016/05/29 04:17:03,東部オリョール海(2-3),11(Boss点),進撃,勝利S,敵主力打撃群,名取,伊58改,呂500(Lv.148),,呂500(Lv.148),
2016/05/29 04:9:16,東部オリョール海(2-3),5(道中),出撃,勝利A,敵巡洋艦隊,霞,无,呂500(Lv.148),,呂500(Lv.148),
2016/05/29 02:18:41,東部オリョール海(2-3),1(道中),出撃,勝利A,敵巡洋艦隊,,伊58改,呂500(Lv.148),,呂500(Lv.148),
2016/05/29 01:41:32,東部オリョール海(2-3),11(Boss点),進撃,勝利A,敵主力打撃群,那智,无,呂500(Lv.148),,伊58改(Lv.132),
2016/05/29 01:22:39,東部オリョール海(2-3),1(道中),出撃,勝利A,敵巡洋艦隊,,无,呂500(Lv.148),,伊19改(Lv.132),
2016/05/29 01:18:51,東部オリョール海(2-3),3(道中),進撃,勝利A,敵強襲揚陸艦隊,,无,呂500(Lv.148),,伊58改(Lv.132),
2016/05/29 01:17:44,東部オリョール海(2-3),1(道中),出撃,勝利A,敵巡洋艦隊,,无,呂500(Lv.148),,伊19改(Lv.132),
2016/05/27 23:25:23,北太平洋前線海域(34-3 甲),6(道中),進撃,勝利A,深海第一水雷戦隊,那珂,霞改二 & 陽炎改,熊野改(Lv.92),阿武隈改二(Lv.98),熊野改(Lv.92),阿武隈改二(Lv.98)
2016/05/27 23:23:21,北太平洋前線海域(34-3 甲),4(道中),出撃,勝利S,深海第二水雷戦隊,時雨,陽炎改,熊野改(Lv.92),阿武隈改二(Lv.98),千代田甲(Lv.55),阿武隈改二(Lv.98)
2016/05/27 23:14:15,北太平洋前線海域(34-3 甲),6(道中),進撃,勝利S,深海第一水雷戦隊,妙高,鈴谷改,熊野改(Lv.92),阿武隈改二(Lv.98),熊野改(Lv.92),阿武隈改二(Lv.98)
2016/05/27 23:12:27,北太平洋前線海域(34-3 甲),4(道中),出撃,勝利S,深海第二水雷戦隊,夕立,无,熊野改(Lv.92),阿武隈改二(Lv.98),熊野改(Lv.92),鈴谷改(Lv.89)
2016/05/27 23:08:21,北太平洋前線海域(34-3 甲),6(道中),進撃,勝利S,深海第一水雷戦隊,,筑摩改二,熊野改(Lv.92),阿武隈改二(Lv.98),熊野改(Lv.92),阿武隈改二(Lv.98)
2016/05/27 23:06:55,北太平洋前線海域(34-3 甲),4(道中),出撃,勝利S,深海第二水雷戦隊,,无,熊野改(Lv.92),阿武隈改二(Lv.98),千代田甲(Lv.54),阿武隈改二(Lv.98)
2016/05/27 23:03:36,北太平洋前線海域(34-3 甲),6(道中),進撃,勝利S,深海第一水雷戦隊,村雨,无,熊野改(Lv.92),阿武隈改二(Lv.98),熊野改(Lv.92),阿武隈改二(Lv.98)
2016/05/27 23:01:27,北太平洋前線海域(34-3 甲),4(道中),出撃,勝利S,深海第二水雷戦隊,愛宕,无,熊野改(Lv.92),阿武隈改二(Lv.98),熊野改(Lv.92),阿武隈改二(Lv.98)
2016/05/27 22:59:03,北太平洋前線海域(34-3 甲),6(道中),進撃,勝利S,深海第一水雷戦隊,,吹雪改二,熊野改(Lv.92),阿武隈改二(Lv.98),熊野改(Lv.92),阿武隈改二(Lv.98)
2016/05/27 22:56:50,北太平洋前線海域(34-3 甲),4(道中),出撃,完全勝利!!!S,深海第二水雷戦隊,,无,熊野改(Lv.92),阿武隈改二(Lv.98),熊野改(Lv.92),鈴谷改(Lv.89)
2016/05/27 22:50:16,北太平洋前線海域(34-3 甲),6(道中),進撃,勝利S,深海第一水雷戦隊,伊58,无,熊野改(Lv.92),阿武隈改二(Lv.98),熊野改(Lv.92),阿武隈改二(Lv.98)
2016/05/27 22:48:45,北太平洋前線海域(34-3 甲),4(道中),出撃,勝利S,深海第二水雷戦隊,,无,熊野改(Lv.92),阿武隈改二(Lv.98),千代田甲(Lv.54),阿武隈改二(Lv.98)
2016/05/27 22:45:25,北太平洋前線海域(34-3 甲),6(道中),進撃,勝利S,深海第一水雷戦隊,初春,无,熊野改(Lv.92),阿武隈改二(Lv.98),熊野改(Lv.92),阿武隈改二(Lv.98)
2016/05/27 22:44:06,北太平洋前線海域(34-3 甲),4(道中),出撃,完全勝利!!!S,深海第二水雷戦隊,,无,熊野改(Lv.92),阿武隈改二(Lv.98),熊野改(Lv.92),阿武隈改二(Lv.98)
2016/05/27 22:39:02,北太平洋前線海域(34-3 甲),6(道中),進撃,勝利S,深海第一水雷戦隊,時雨,綾波改二,熊野改(Lv.92),阿武隈改二(Lv.98),熊野改(Lv.92),筑摩改二(Lv.95)
2016/05/27 22:37:23,北太平洋前線海域(34-3 甲),4(道中),出撃,完全勝利!!!S,深海第二水雷戦隊,多摩,无,熊野改(Lv.92),阿武隈改二(Lv.98),熊野改(Lv.92),三隈改(Lv.78)
2016/05/27 22:32:19,北太平洋前線海域(34-3 甲),6(道中),進撃,完全勝利!!!S,深海第一水雷戦隊,,无,熊野改(Lv.92),阿武隈改二(Lv.98),熊野改(Lv.92),筑摩改二(Lv.95)
2016/05/27 22:29:45,北太平洋前線海域(34-3 甲),4(道中),出撃,勝利S,深海第二水雷戦隊,愛宕,无,熊野改(Lv.92),阿武隈改二(Lv.98),熊野改(Lv.92),阿武隈改二(Lv.98)
2016/05/27 22:25:03,北太平洋前線海域(34-3 甲),6(道中),進撃,勝利S,深海第一水雷戦隊,伊19,无,熊野改(Lv.92),阿武隈改二(Lv.98),熊野改(Lv.92),阿武隈改二(Lv.98)
2016/05/27 22:23:32,北太平洋前線海域(34-3 甲),4(道中),出撃,勝利S,深海第二水雷戦隊,伊58,无,熊野改(Lv.92),阿武隈改二(Lv.98),千代田甲(Lv.54),阿武隈改二(Lv.98)
2016/05/27 22:18:48,北太平洋前線海域(34-3 甲),6(道中),進撃,勝利S,深海第一水雷戦隊,時雨,陽炎改,熊野改(Lv.92),阿武隈改二(Lv.98),熊野改(Lv.92),阿武隈改二(Lv.98)
2016/05/27 22:17:19,北太平洋前線海域(34-3 甲),4(道中),出撃,勝利S,深海第二水雷戦隊,,无,熊野改(Lv.92),阿武隈改二(Lv.98),千代田甲(Lv.54),阿武隈改二(Lv.98)
2016/05/27 22:13:32,北太平洋前線海域(34-3 甲),6(道中),進撃,勝利S,深海第一水雷戦隊,,那智改二 & 陽炎改,熊野改(Lv.92),阿武隈改二(Lv.98),熊野改(Lv.92),暁改二(Lv.80)
2016/05/27 22:11:55,北太平洋前線海域(34-3 甲),4(道中),出撃,勝利S,深海第二水雷戦隊,,陽炎改,熊野改(Lv.92),阿武隈改二(Lv.98),千代田甲(Lv.54),阿武隈改二(Lv.98)
2016/05/27 22:08:24,北太平洋前線海域(34-3 甲),6(道中),進撃,勝利S,深海第一水雷戦隊,涼風,霞改二,熊野改(Lv.92),阿武隈改二(Lv.98),熊野改(Lv.92),阿武隈改二(Lv.98)
2016/05/27 22:06:51,北太平洋前線海域(34-3 甲),4(道中),出撃,勝利S,深海第二水雷戦隊,,无,熊野改(Lv.92),阿武隈改二(Lv.98),千代田甲(Lv.54),那智改二(Lv.83)
2016/05/27 22:04:13,北太平洋前線海域(34-3 甲),6(道中),進撃,勝利S,深海第一水雷戦隊,,无,熊野改(Lv.92),阿武隈改二(Lv.98),熊野改(Lv.92),阿武隈改二(Lv.98)
2016/05/27 22:02:30,北太平洋前線海域(34-3 甲),4(道中),出撃,勝利S,深海第二水雷戦隊,初霜,无,熊野改(Lv.92),阿武隈改二(Lv.98),熊野改(Lv.92),那智改二(Lv.83)
2016/05/27 21:58:37,北太平洋前線海域(34-3 甲),6(道中),進撃,勝利S,深海第一水雷戦隊,,阿武隈改二 & 霞改二,熊野改(Lv.92),阿武隈改二(Lv.98),熊野改(Lv.92),那智改二(Lv.83)
2016/05/27 21:56:51,北太平洋前線海域(34-3 甲),4(道中),出撃,勝利S,深海第二水雷戦隊,妙高,无,熊野改(Lv.92),阿武隈改二(Lv.98),熊野改(Lv.92),利根改二(Lv.89)
2016/05/27 21:53:05,北太平洋前線海域(34-3 甲),6(道中),進撃,勝利S,深海第一水雷戦隊,愛宕,无,熊野改(Lv.92),阿武隈改二(Lv.98),熊野改(Lv.92),阿武隈改二(Lv.98)
2016/05/27 21:50:27,北太平洋前線海域(34-3 甲),4(道中),出撃,完全勝利!!!S,深海第二水雷戦隊,,无,熊野改(Lv.92),阿武隈改二(Lv.98),熊野改(Lv.92),阿武隈改二(Lv.98)
2016/05/27 21:46:51,北太平洋前線海域(34-3 甲),6(道中),進撃,勝利S,深海第一水雷戦隊,,綾波改二 & 吹雪改二,熊野改(Lv.92),阿武隈改二(Lv.98),熊野改(Lv.92),阿武隈改二(Lv.98)
2016/05/27 21:45:24,北太平洋前線海域(34-3 甲),4(道中),出撃,完全勝利!!!S,深海第二水雷戦隊,最上,无,熊野改(Lv.92),阿武隈改二(Lv.98),千代田甲(Lv.54),Prinz Eugen改(Lv.48)
2016/05/27 21:43:17,北太平洋前線海域(34-3 甲),6(道中),進撃,完全勝利!!!S,深海第一水雷戦隊,,无,熊野改(Lv.92),阿武隈改二(Lv.98),千代田甲(Lv.53),筑摩改二(Lv.95)
2016/05/27 21:41:31,北太平洋前線海域(34-3 甲),4(道中),出撃,完全勝利!!!S,深海第二水雷戦隊,村雨,无,熊野改(Lv.92),阿武隈改二(Lv.98),熊野改(Lv.92),Prinz Eugen改(Lv.47)
2016/05/27 21:37:55,北太平洋前線海域(34-3 甲),6(道中),進撃,勝利S,深海第一水雷戦隊,足柄,无,熊野改(Lv.92),阿武隈改二(Lv.98),熊野改(Lv.92),阿武隈改二(Lv.98)
2016/05/27 21:36:13,北太平洋前線海域(34-3 甲),4(道中),出撃,勝利S,深海第二水雷戦隊,五月雨,无,熊野改(Lv.92),阿武隈改二(Lv.98),千代田甲(Lv.53),筑摩改二(Lv.95)
2016/05/27 21:32:57,北太平洋前線海域(34-3 甲),6(道中),進撃,勝利S,深海第一水雷戦隊,伊58,无,熊野改(Lv.92),阿武隈改二(Lv.98),千代田甲(Lv.53),阿武隈改二(Lv.98)
2016/05/27 21:31:11,北太平洋前線海域(34-3 甲),4(道中),出撃,勝利S,深海第二水雷戦隊,若葉,无,熊野改(Lv.92),阿武隈改二(Lv.98),熊野改(Lv.92),筑摩改二(Lv.95)
2016/05/27 21:27:08,北太平洋前線海域(34-3 甲),6(道中),進撃,勝利S,深海第一水雷戦隊,名取,綾波改二,熊野改(Lv.92),阿武隈改二(Lv.98),熊野改(Lv.92),阿武隈改二(Lv.98)
2016/05/27 21:25:22,北太平洋前線海域(34-3 甲),4(道中),出撃,勝利S,深海第二水雷戦隊,若葉,无,熊野改(Lv.92),阿武隈改二(Lv.98),熊野改(Lv.92),Prinz Eugen改(Lv.47)
2016/05/27 21:21:01,北太平洋前線海域(34-3 甲),6(道中),進撃,勝利S,深海第一水雷戦隊,若葉,无,熊野改(Lv.91),阿武隈改二(Lv.98),熊野改(Lv.91),阿武隈改二(Lv.98)
2016/05/27 21:18:49,北太平洋前線海域(34-3 甲),4(道中),出撃,完全勝利!!!S,深海第二水雷戦隊,,无,熊野改(Lv.91),阿武隈改二(Lv.98),千代田甲(Lv.53),筑摩改二(Lv.95)
2016/05/27 21:15:49,北太平洋前線海域(34-3 甲),6(道中),進撃,完全勝利!!!S,深海第一水雷戦隊,神通,无,熊野改(Lv.91),阿武隈改二(Lv.98),千代田甲(Lv.53),阿武隈改二(Lv.98)
2016/05/27 21:13:21,北太平洋前線海域(34-3 甲),4(道中),出撃,完全勝利!!!S,深海第二水雷戦隊,,无,熊野改(Lv.91),阿武隈改二(Lv.98),千代田甲(Lv.53),筑摩改二(Lv.95)
2016/05/27 21:10:14,北太平洋前線海域(34-3 甲),6(道中),進撃,勝利S,深海第一水雷戦隊,,筑摩改二 & 暁改二,熊野改(Lv.91),阿武隈改二(Lv.98),熊野改(Lv.91),阿武隈改二(Lv.98)
2016/05/27 21:08:26,北太平洋前線海域(34-3 甲),4(道中),出撃,勝利S,深海第二水雷戦隊,球磨,无,熊野改(Lv.91),阿武隈改二(Lv.98),熊野改(Lv.91),利根改二(Lv.89)
2016/05/27 21:03:48,北太平洋前線海域(34-3 甲),6(道中),進撃,勝利S,深海第一水雷戦隊,夕立,无,熊野改(Lv.91),阿武隈改二(Lv.98),熊野改(Lv.91),筑摩改二(Lv.95)
2016/05/27 21:02:17,北太平洋前線海域(34-3 甲),4(道中),出撃,勝利S,深海第二水雷戦隊,,无,熊野改(Lv.91),阿武隈改二(Lv.98),千代田甲(Lv.53),阿武隈改二(Lv.98)
2016/05/27 20:57:10,北太平洋前線海域(34-3 甲),6(道中),進撃,勝利S,深海第一水雷戦隊,筑摩,綾波改二,熊野改(Lv.91),阿武隈改二(Lv.98),熊野改(Lv.91),阿武隈改二(Lv.98)
